"26","6","1","Packington House and Cottage","Bickersteth Road","","","RG 12/460","35
"
"26","6","885","Rose Cottages","The Pavement, Old Town","","","RG 12/442","90
"
"26","6","886","Rose Cottages","Tonsley Hill","","","RG 12/447","30
"
"26","6","887","Rose Cottages","Treville Street","","","RG 12/453","152
"
"26","6","888","Rose Villas","Barrow Road","","","RG 12/457","115
"
"26","6","889","Rose Villas","Brightwell Crescent","","1-3","RG 12/460","32-33
"
"26","6","890","Rose Villas","Burtop Road","","1-2","RG 12/449","42
"
"26","6","891","Rose Villas","Hazelhurst Road","","1-3","RG 12/454","11
"
"26","6","892","Rose Villas","Hereward Road","","1-3","RG 12/454","42-43
"
"26","6","893","Rose Villas","Merton Road","","","RG 12/459","120
"
"26","6","894","Rose Villas","Romberg Road","","1-9","RG 12/454","119-120
"
"26","6","895","Rose Villas","Simpson Street","","","RG 12/431","113
"
"26","6","896","Rose Villas","Vant Road","","1-2","RG 12/460","12
"
"26","6","897","Roseberry Villas","Foss Road","","","RG 12/454","10
"
"26","6","898","Roseberry Villas","Oxford Road","","1-4","RG 12/452","62
"
"26","6","899","Rosebery Road","Kings Road, Clapham","","1-73 odd","RG 12/443","177-179
"
"26","6","900","Rosebery Road","Kings Road, Clapham","","2-54 even","RG 12/443","180-182
"
"26","6","901","Rosebery Road","Kings Road, Clapham","","Baraboo, Rosebery Road, 2","RG 12/443","180
"
"26","6","902","Rosehill Road","St Annes Hill","","1-31 odd","RG 12/450","96-98
"
"26","6","903","Rosehill Road","St Annes Hill","","2-46 even","RG 12/450","95-96
"
"26","6","904","Rosenau Crescent","Prince of Wales Road, Battersea","","1-33 odd","RG 12/421","4-5
"
"26","6","905","Rosenau Crescent","Prince of Wales Road, Battersea","","2-18 even","RG 12/420","70-71
"
"26","6","906","Rosenau Road","Ethelburga Street, Battersea","","1-69 odd","RG 12/420","85-89
"
"26","6","907","Rosenau Road","Ethelburga Street, Battersea","","2-68 even","RG 12/420","89-94
"
"26","6","908","Rosenau Road","Ethelburga Street, Battersea","","Elm Tree Villa, Rosenau Road","RG 12/420","94
"
"26","6","909","Rosendale Road","Norwood Road, Streatham","","1-49 odd","RG 12/417","153-155
"
"26","6","910","Rosendale Road","Norwood Road, Streatham","","1-6","RG 12/459","42
"
"26","6","911","Rosendale Road","Norwood Road, Streatham","","125-129","RG 12/417","137-139
"
"26","6","912","Rosendale Road","Norwood Road, Streatham","","172-176 even","RG 12/459","61-62
"
"26","6","913","Rosendale Road","Norwood Road, Streatham","","18-52 even","RG 12/417","155-156
"
"26","6","914","Rosendale Road","Norwood Road, Streatham","","57-101","RG 12/417","134-136
"
"26","6","915","Rosendale Road","Norwood Road, Streatham","","74-170","RG 12/417","142-145
"
"26","6","916","Rosendale Road","Norwood Road, Streatham","","Ferndale House, Rosendale Road","RG 12/459","43
"
"26","6","917","Rosendale Road","Norwood Road, Streatham","","Hillcote, Rosendale Road","RG 12/459","62
"
"26","6","918","Rosendale Road","Norwood Road, Streatham","","Manor Cottages, Rosendale Road, 1-6","RG 12/459","42-43
"
"26","6","919","Rosendale Road","Norwood Road, Streatham","","Sydcote, Rosendale Road, 161","RG 12/459","61
"
"26","6","920","Rosendale Road","Norwood Road, Streatham","Continued in CAMBERWELL district","","",""
"26","6","921","Roskell Road","Lower Richmond Road Putney","","17-21 odd","RG 12/453","10
"
"26","6","922","Roskell Road","Lower Richmond Road Putney","Still being built","2-8, 18-20 even","RG 12/453","9-10
"
"26","6","923","Rossiter Buildings","Bedford Hill Road","","1-5","RG 12/455","57
"
"26","6","924","Rossiter Road","Bedford Hill Road, Streatham","","1-49 odd","RG 12/455","76-78
"
"26","6","925","Rossiter Road","Bedford Hill Road, Streatham","","6-104 even","RG 12/455","72-76
"
"26","6","926","Rossiter Terrace","Bedford Hill Road","","1-7","RG 12/455","118
"
"26","6","927","Rothsay Villas","Eglantine Road","","1-5","RG 12/450","101-102
"
"26","6","928","Roundell Street","Crichton Street, Clapham","","2-36 even","RG 12/440","174-176
"
"26","6","929","Routh Road","Trinity Road","","1-15 odd","RG 12/450","119
"
"26","6","930","Routh Road","Trinity Road","","Brenne House, Routh Road","RG 12/450","119
"
"26","6","931","Routh Road","Trinity Road","","Briarbank, Routh Road","RG 12/450","120
"
"26","6","932","Routh Road","Trinity Road","","Glenelg, Routh Road","RG 12/450","120
"
"26","6","933","Routh Road","Trinity Road","","Holmwood, Routh Road","RG 12/450","120
"
"26","6","934","Routh Road","Trinity Road","","Lenwade, Routh Road","RG 12/450","120
"
"26","6","935","Routh Road","Trinity Road","","Normanhurst, Routh Road","RG 12/450","120
"
"26","6","936","Routh Road","Trinity Road","","St Albans, Routh Road","RG 12/450","120
"
"26","6","937","Routh Road","Trinity Road","","St Johns, Routh Road","RG 12/450","120
"
"26","6","938","Routh Road","Trinity Road","","Sissinghurst, Routh Road","RG 12/450","119
"
"26","6","939","Routh Road","Trinity Road","","Springfield, Routh Road","RG 12/450","119
"
"26","6","940","Rowena Crescent","Candahar Road, Battersea","Formerly Zulu Crescent. 1-7 do not exist","8-58","RG 12/432","85-92
"
"26","6","941","Rowlands Cottages","North Street","","1-6","RG 12/440","32-33
"
"26","6","942","Royal Oak Cottages","East Hill","(Passage)","1-3","RG 12/450","71
"
"26","6","943","Rozel Road","Turret Grove, Clapham","","1-41 odd","RG 12/441","16-19
"
"26","6","944","Rozel Road","Turret Grove, Clapham","","10-26 even","RG 12/441","19-20
"
"26","6","945","Rozel Road","Turret Grove, Clapham","","2-8 even","RG 12/441","16
"
"26","6","946","Rozel Road","Turret Grove, Clapham","","Part, Rozel Road, 5","RG 12/441","25-26
"
"26","6","947","Rush Hill Road","Lavender Hill, Battersea","","1-31 odd","RG 12/439","109-110
"
"26","6","948","Rush Hill Road","Lavender Hill, Battersea","","2-30 even","RG 12/439","110-112
"
"26","6","949","Rush Hill Road","Lavender Hill, Battersea","","Rush Hill Mews 1, 6-9","RG 12/439","112
"
"26","6","950","Rusham Road","","","Rusham Gate","RG 12/438","119
"
"26","6","951","Rusham Road","Nightingale Lane, Battersea","","1-12","RG 12/438","118-119
"
"26","6","952","Ruskin Street","Robertson Street, Battersea","","1-18","RG 12/424","4-7
"
"26","6","953","Russell Place","Putney High Street","","1-4","RG 12/452","20
"
"26","6","954","Russell Street","Battersea Park Road","","1-60","RG 12/422","126-135
"
"26","6","955","Russell Street","Battersea Park Road","","Alfred Cottage, Russell Street","RG 12/422","130
"
"26","6","956","Russell Terrace","Longley Road","","1-5","RG 12/460","66-67
"
"26","6","957","Rusthall Villas","Beechcroft Road","","1-6","RG 12/451","35-36
"
"26","6","958","Rutford Road","Hopton Road, Streatham","","Avian, Rutford Road","RG 12/456","153
"
"26","6","959","Rutford Road","Hopton Road, Streatham","","Bradford House, Rutford Road","RG 12/456","154
"
"26","6","960","Rutford Road","Hopton Road, Streatham","","Briarfield, Rutford Road","RG 12/456","153
"
"26","6","961","Rutford Road","Hopton Road, Streatham","","Deepdene, Rutford Road","RG 12/456","154
"
"26","6","962","Rutford Road","Hopton Road, Streatham","","Delhi House, Rutford Road","RG 12/456","153
"
"26","6","963","Rutford Road","Hopton Road, Streatham","","Lindesfarne, Rutford Road","RG 12/456","153
"
"26","6","964","Rutford Road","Hopton Road, Streatham","","Lonsdale, Rutford Road","RG 12/456","154
"
"26","6","965","Rutford Road","Hopton Road, Streatham","","Morlands, Rutford Road","RG 12/456","153-154
"
"26","6","966","Rutford Road","Hopton Road, Streatham","","Orthey, Rutford Road","RG 12/456","153
"
"26","6","967","Rutford Road","Hopton Road, Streatham","","Quinta, Rutford Road","RG 12/456","154
"
"26","6","968","Rutford Road","Hopton Road, Streatham","","St Aubyns, Rutford Road","RG 12/456","153
"
"26","6","969","Rutford Road","Hopton Road, Streatham","","Thornleigh, Rutford Road","RG 12/456","153
"
"26","6","970","Rutford Road","Hopton Road, Streatham","","Wellesley House, Rutford Road","RG 12/456","154
"
"26","6","971","Rutford Road","Hopton Road, Streatham","","Wheatley, Rutford Road","RG 12/456","153
"
"26","6","972","Ruvigny Gardens","Lower Richmond Road","","1-20","RG 12/452","140-141
"
"26","6","973","Rydal Road","Ambleside Avenue, Streatham","","Aukerwyke, Rydal Road","RG 12/456","111
"
"26","6","974","Rydal Road","Ambleside Avenue, Streatham","","Bayrigg, Rydal Road","RG 12/456","110
"
"26","6","975","Rydal Road","Ambleside Avenue, Streatham","","Bellevue, Rydal Road","RG 12/456","110
"
"26","6","976","Rydal Road","Ambleside Avenue, Streatham","","Chiltern, Rydal Road","RG 12/456","110-111
"
"26","6","977","Rydal Road","Ambleside Avenue, Streatham","","Ennedale, Rydal Road","RG 12/456","110
"
"26","6","978","Rydal Road","Ambleside Avenue, Streatham","","Eskdale, Rydal Road","RG 12/456","110
"
"26","6","979","Rydal Road","Ambleside Avenue, Streatham","","Eversleigh, Rydal Road","RG 12/456","109
"
"26","6","980","Rydal Road","Ambleside Avenue, Streatham","","Ferndale, Rydal Road","RG 12/456","110
"
"26","6","981","Rydal Road","Ambleside Avenue, Streatham","","Firsley, Rydal Road","RG 12/456","110
"
"26","6","982","Rydal Road","Ambleside Avenue, Streatham","","Gosforth, Rydal Road","RG 12/456","110
"
"26","6","983","Rydal Road","Ambleside Avenue, Streatham","","Grassmere, Rydal Road","RG 12/456","109
"
"26","6","984","Rydal Road","Ambleside Avenue, Streatham","","Keughton, Rydal Road","RG 12/456","109
"
"26","6","985","Rydal Road","Ambleside Avenue, Streatham","","Northwood, Rydal Road","RG 12/456","111
"
"26","6","986","Rydal Road","Ambleside Avenue, Streatham","","Oakleigh, Rydal Road","RG 12/456","110
"
"26","6","987","Rydal Road","Ambleside Avenue, Streatham","","Rydal Lodge, Rydal Road","RG 12/456","110
"
"26","6","988","Rydal Road","Ambleside Avenue, Streatham","","Ryssel, Rydal Road","RG 12/456","110
"
"26","6","989","Rydal Road","Ambleside Avenue, Streatham","","Southfield, Rydal Road","RG 12/456","110
"
"26","6","990","Rydal Road","Ambleside Avenue, Streatham","","Sunnycot, Rydal Road","RG 12/456","110
"
"26","6","991","Rydal Road","Ambleside Avenue, Streatham","","Thornleigh, Rydal Road","RG 12/456","109
"
"26","6","992","Rydal Road","Ambleside Avenue, Streatham","","Thregotham, Rydal Road","RG 12/456","109
"
"26","6","993","Rydal Road","Ambleside Avenue, Streatham","","Woodside, Rydal Road","RG 12/456","109
"
"26","6","994","Ryde Vale Road","Bedford Hill Road, Streatham","","1-37 odd","RG 12/455","102-104
"
"26","6","995","Ryde Vale Road","Bedford Hill Road, Streatham","","2-46 even","RG 12/455","104-106
"
"26","6","996","Ryde Villas","Vant Road","","1-2","RG 12/460","11
"
"26","6","997","Ryde Villas","Wroughton Road","","","RG 12/438","108
"
"26","6","998","Rymer Road","Alma Road, formerly Terrace","","1-12","RG 12/448","26-27
"
